APP_NUM,NEVER_FILED,DEED,STATED,CON25,CRP,HOMESITE,INCOME,CLEANED,
75,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
77,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
78,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,
79,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
82,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
84,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
87,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
88,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
90,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
93,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
94,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,
95,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
97,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
98,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
99,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,
100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
103,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
111,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
118,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,
119,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
121,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
122,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
123,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
125,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
128,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,
129,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
130,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
132,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
133,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
134,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
135,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
136,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
138,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
139,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
140,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
142,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
143,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
144,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
145,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
147,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
149,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
151,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
152,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
153,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
156,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
158,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
159,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
160,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
161,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
162,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
163,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
164,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
165,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
166,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
167,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
168,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
170,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
172,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
173,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
177,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,
178,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,
179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
180,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
181,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
183,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
185,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
189,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
190,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
191,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
192,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
193,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
194,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,
195,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
196,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,
197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
198,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
199,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,
200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
203,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,
204,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
206,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,
207,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
208,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
209,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
210,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
211,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
212,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
213,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
214,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
215,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
216,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,
217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
218,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
219,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,
220,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
221,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
222,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
224,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
225,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
226,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
227,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
228,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
229,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
230,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,
231,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
232,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
233,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
234,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
235,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
237,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
239,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
240,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
241,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
242,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
243,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
244,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
245,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
246,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
247,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
248,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
249,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
250,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
251,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
253,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
254,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
255,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
256,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
257,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
258,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
259,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
260,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
261,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
262,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,
263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
265,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
266,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
268,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
269,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
270,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
271,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
272,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
273,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
274,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
275,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
276,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
277,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
278,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
279,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
280,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
281,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
282,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
283,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
284,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
285,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
286,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
287,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,
288,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
289,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
290,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
291,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
292,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
293,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
294,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
295,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
296,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
298,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
299,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
300,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
301,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
302,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
304,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
305,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
306,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
307,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
308,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
309,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
310,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
311,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
312,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,
313,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,
314,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,
315,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
316,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
317,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
318,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,
319,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,
320,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
322,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
323,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,
324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
325,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
326,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
328,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
329,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
330,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
331,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
332,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,
333,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
336,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
337,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
338,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
340,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
341,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
342,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
343,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
345,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
346,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
347,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,
348,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
349,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
350,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
